$\lambda_M$,$M_\mathrm{min}$,$M_\mathrm{max}$,$\lambda_\mu$,$\mu_\mathrm{min}$,$\mu_\mathrm{max}$,$\mu_a$,$\sigma_a$,$R$
0.9970510795155345,0.07561874670879411,0.345550289626119,0.9855713533438651,0.5263823064770932,0.9912585571353344,0.12596103212216955,0.7203791469194313,0.2993154291732491
0.9969389909225248,0.13690099218914925,0.9508127506860883,1.0,0.28150728309056366,0.6212792906903103,0.5835972134262192,0.540954190415875,0.0030610090774751955
0.9979575163398693,0.34477124183006536,0.8558006535947712,0.9962214052287581,0.18024918300653595,0.9320874183006536,0.527062908496732,0.03553921568627451,0.001940359477124183
0.8629959028679924,0.18017387828520037,0.47366843209753173,0.9998001399020685,0.5055461177175977,0.2911961626861197,0.9731188168282202,0.8892775057459779,0.0013990206855201358
0.17742697797523396,0.7033746100765668,0.30078457321107854,0.9985820966064846,0.1103128840155024,0.5895642310237262,0.5196143302769638,0.5083656300217412,0.0411191984119482
0.6288879770209274,0.9447681575707837,0.08773081657775954,1.0,0.6354534263438654,0.6262617972917521,0.703734099302421,0.04874846122281493,0.0
0.2047285280887122,0.011612093315200335,0.25117690134951354,0.9278167172298357,0.14321581755413745,0.5428392091222931,0.9920493775499529,0.2076577047808348,0.0038706977717334447
0.0505859375,0.5919921875,0.9169921875,1.0,0.05927734375,0.21533203125,0.9333984375,0.98515625,0.0662109375
0.7352746525479815,0.7070372821530995,0.005184204720935363,0.26075446724023826,0.0066181336863004635,0.039929406574012796,0.7564526803441429,0.32230311052283256,0.0
0.6859801226474942,0.7947769084373018,0.0979065341509833,0.9998942694015648,0.33484880524423766,0.4676464368788327,0.8209980968492282,0.09928103193064072,0.0038063015436667373
0.10178850078021846,0.3853078862081383,0.0679390229264194,0.998679630296483,0.0,0.6322170207658144,0.9501860520945865,0.6029288200696195,0.13419757532108992
0.7044668587896253,0.6795389048991355,0.5870317002881844,0.9926512968299712,0.6282420749279539,0.6024495677233429,0.9846541786743516,0.7002161383285302,0.00021613832853025936
0.9973986993496748,0.43271635817908954,0.759479739869935,0.5815907953976989,0.944872436218109,0.6880440220110055,0.24852426213106554,0.29984992496248125,0.0025012506253126563
0.24114161325432337,0.7153222880638529,0.9489660176563067,0.9977022614584593,0.06905308985367034,0.8198089249002297,0.7815939049461845,0.3175716531624138,0.006651348409723062
0.30995999157717413,0.31153927142556326,0.7642661612971152,0.15140029479890504,0.8714466203411244,0.3860812802695304,0.6891977258370183,0.5720151610865445,0.6594019793640766
0.9618528610354223,0.5660510646886668,0.5728125946109597,0.44515087294378847,0.16177212634978302,0.9764860228075487,0.1897265112523968,0.1061661116157029,0.3388838429710364
0.9960891669925694,0.5819319515056707,0.5277669143527571,0.9987289792725851,0.051427454047712165,0.01368791552600704,0.530308955807587,0.12074696910441925,0.0
0.9901582160209293,0.02865329512893983,0.28391678086458205,0.9245047963124455,0.06278809019558988,0.7164569577675346,0.5472779369627507,0.6757194468668245,0.02005730659025788
0.9420132371826534,0.28914353452533836,0.23718265336362737,0.9942704731798874,0.8362145609009187,0.7268596265929073,0.978069742171293,0.7489874543119629,0.2971451150844611
0.006522625356706074,0.9047085201793722,0.8818793314309009,0.3073787199347737,0.7119853240929475,0.6876273950264982,0.8879942927028129,0.9235629841011007,0.5300652262535671
0.998867604038879,0.28951590072662076,0.2879116731150326,0.933471737284137,0.885250542606398,0.20260451071057847,0.4589034632443144,0.3530244408794942,0.0
0.9503952342765495,0.21319738801695498,0.6252720815671898,0.8924275403826326,0.5903310803070225,0.8443120632374842,0.7951655401535113,0.21732157177225342,0.9235880398671097
0.26572712418300654,0.4676266339869281,0.0806781045751634,0.9048202614379085,0.7018995098039216,0.7331495098039216,0.5566789215686274,0.6212214052287581,0.4826388888888889
0.9718907190058191,0.585166189959562,0.8239471348259197,0.5670184436334944,0.12654107900187395,0.760430022684683,0.007693066377354769,0.6811322615642569,0.5741197356741295
0.7168805742875789,0.12018707852947574,0.34261474874918424,0.9861866434631281,0.7036110506852294,0.9016750054383293,0.8252120948444638,0.04883619752012182,0.00010876658690450294
1.0,0.08499691294505042,0.8516155587569458,0.9417575632846265,0.17318378267133155,0.4540028812512863,0.9728339164437126,0.9264251903683886,0.9767441860465116
0.2919735599622285,0.6606232294617563,0.36336166194523134,0.7838526912181303,0.45203021718602454,0.044948064211520304,0.32851746931067044,0.7414542020774315,0.0
0.2456661316211878,0.8095505617977528,0.668860353130016,0.9225521669341894,0.06982343499197431,0.021829855537720707,0.262760834670947,0.7707062600321027,0.0027287319422150884
0.9710243240624091,0.8194592499273186,0.21804438414575056,0.9307103401492393,0.7029750944858998,0.623219304196143,0.894272700843105,0.6828181025293149,0.9025099331330555
0.983285183656624,0.17860090796533223,0.3091209244737928,0.04612051176227817,0.23607098638052001,0.26578621543541064,0.3609162195625258,0.547874535699546,0.0
0.9999043519846963,0.002773792443806791,0.935820181731229,0.9577235772357724,0.026781444285031087,0.8762314681970349,0.697560975609756,0.7063605930176949,0.8419894787183166
0.28164442841687704,0.21501983411467723,0.6143166245943023,1.0,0.22006851785070322,0.11584926072845293,0.9927875946628201,0.9002884962134872,0.0
0.43958024167903326,0.5072079711681153,0.8713165147339411,0.9997880008479966,0.053105787576849695,0.4078863684545262,0.03042187831248675,0.3128047487810049,0.008903964384142463
0.9927328037857022,0.42394794659455803,0.25637992225790096,0.9310461382457327,0.12945749535237452,0.8072502957579855,0.45504478620922767,0.6868345445327024,0.0014365387865472369
0.9997749521773377,0.6545515922133454,0.8647462585799482,0.9754697873298076,0.6175312253853944,0.9934736131427928,0.08720603128164735,0.49690559243839316,0.7748396534263531
0.9818942961800105,0.018628990057561485,0.14306645735217163,0.9994767137624281,0.2107796964939822,0.49105180533751963,0.18325484039769754,0.8714809000523286,0.39152276295133437
0.9171893270968428,0.35409801211863506,0.7754863399596046,0.9753375146167748,0.3017965344955884,0.40416710959923463,0.14882534282980758,0.489954289358988,0.1721058786010418
0.8946486543093518,0.28631270290082733,0.03571054560686983,0.9962299717247879,0.0029322442140538277,0.9416692847418577,0.8357943240129857,0.3162634830872343,0.06702272489265891
0.27991011235955054,0.05734831460674157,0.9028314606741573,0.8409887640449438,0.0047640449438202245,0.3901123595505618,0.6621123595505618,0.4315505617977528,0.0007191011235955057
0.9906952965235174,0.596523517382413,0.9798568507157465,0.996319018404908,0.528118609406953,0.4030674846625767,0.8078732106339468,0.20153374233128835,0.4741308793456033
0.20243216412971543,0.22782925215089345,0.5235771012574454,0.9997518199867638,0.47278292521508936,0.4630211780277962,0.5282925215089345,0.7505790866975512,0.0
0.8640849703919541,0.7444308675627409,0.5806936742175016,0.9999060062035906,0.2551931572516214,0.5158379546949902,0.4547419870288561,0.8733903562364884,0.6866246827709371
0.7325570016635679,0.4619825814658969,0.4282219395244153,0.9959878657402877,0.02426851942460123,0.8413739113416185,0.6222722379880614,0.7803111850474607,0.0011742831979645759
0.4669569100245591,0.9192900200937709,0.1841929002009377,0.9310113864701942,0.13150256753739675,0.8218352310783658,0.8892609957579817,0.9110292475999107,0.07490511274838134
0.8869261803511067,0.7467015592628939,0.7749427543343147,0.9974920946461673,0.2535165194635263,0.8526878203031294,0.9277069021916912,0.2111002071747901,0.0002180787264202377
0.33426704014939307,0.09652194211017741,0.05123716153127918,0.9345238095238095,0.6211484593837535,0.17950513538748833,0.6838235294117647,0.38083566760037346,0.11554621848739496
0.927212085540514,0.8241122228762017,0.49381989405532667,0.9990190308024328,0.7838924857759466,0.5079458505002943,0.3966058465764175,0.6005493427506376,0.02658426525407102
0.9445129469790382,0.44447184545828194,0.572544184134813,0.10143855322646939,0.06707768187422934,0.8351006987258529,0.509823263460748,0.5425400739827374,0.5149198520345253
0.5453392517438174,0.4322553371380258,0.31187909532868313,0.023885013739167196,0.5166983724371169,0.7343056436271401,0.6515535827520609,0.39050940604523354,0.04988374550834919
0.9980806142034548,0.14481765834932822,0.43598848368522075,0.9603646833013436,0.06161228406909789,0.08953934740882917,0.4369481765834933,0.5021113243761997,0.0
0.7264631043256997,0.608240360148757,0.5268154237619886,0.7921315325895478,0.04335486396555099,0.8880407124681934,0.2662947739283617,0.7993736543354863,0.03210021530632218
0.2704596990311276,0.17346938775510204,0.9084724799010513,0.37445887445887444,0.32962275819418674,0.7115027829313544,0.2644815501958359,0.8762110904968048,0.01989280560709132
0.5552217281576733,0.3571686095421223,0.773705083523615,0.3733926210791972,0.29683932219685133,0.1636822497295998,0.6419901454152145,0.060329287345271,0.8781396466770821
0.3150233452348256,0.8395129543165797,0.7949281332967133,0.9975281516067015,0.5177149134853062,0.5472855442643962,0.009521193811224023,0.9191614025450884,0.0
0.23365531265887138,0.06171835282155567,0.847381799694967,0.999288256227758,0.07280122013218099,0.6301982714794103,0.16715810879511947,0.4873411286222674,0.0
0.9680826097160291,0.9832199014315889,0.22177892513494485,0.9881483219901431,0.8886411640459986,0.8502698896972541,0.5123210513963858,0.04400375498709223,0.22201361182820933
0.9125210792580101,0.8751053962900506,0.0959106239460371,0.8990303541315345,0.05080101180438448,0.8075463743676222,0.30796795952782463,0.9636382799325464,0.0
0.7867944130208935,0.12235945977144176,0.6827888722151679,0.8652891607987995,0.09084612720766479,0.030936165300704144,0.5034052868521297,0.46692831582592637,0.021355188733695026
0.995931743699853,0.8393038761441971,0.9154706746525031,1.0,0.8697027912758504,0.49677929709571705,0.4071646513730365,0.9188608882359589,0.34388066448186233
0.971445929526124,0.30558930741190765,0.13633049817739976,0.993681652490887,0.5196840826245444,0.8448359659781288,0.8806804374240583,0.028554070473876064,0.46767922235722964
0.9621128595770272,0.31863285556780596,0.4093414854164579,0.9920817881126591,0.5523704520396913,0.004009221208780195,0.26721459356519994,0.43840833918011424,0.006514984464267816
0.8315567529577135,0.018507672484479324,0.7069228066065363,0.7155909570106594,0.9940260044512124,0.9859435398852056,0.44043575026355863,0.7891530982780837,0.5318027410097224
0.7996845425867508,0.21083070452155625,0.05362776025236593,1.0,0.0012618296529968455,0.9453207150368034,0.716403785488959,0.4726603575184017,0.0019978969505783386
0.8272761688434601,0.4787052810902896,0.654457694491766,0.9891160325572591,0.09341283361726292,0.4857088775317055,0.8340904788945674,0.34043157296990345,0.0473215975771342
0.9994540988081158,0.24365389864434536,0.4475479938131198,0.4874897643526522,0.26567191338367757,0.9529615139659722,0.607679010099172,0.17032117186789192,0.3925939404967701
0.9869359863330318,0.8558938800120591,0.297055572304291,0.9825143201688272,0.9058386091850066,0.36267711787760026,0.20118581047130943,0.08240377851472214,0.36217465581348607
0.9975379160921805,0.13157376403387827,0.06824896592475872,0.7978136694898562,0.56263541461493,0.578983651762852,0.10035454008272601,0.03161315737640339,1.0
0.999671403926723,0.30017251293847036,0.10975108847449273,0.9988499137435307,0.1572332210630083,0.8723404255319149,0.3088803088803089,0.5133492154768751,0.04542840713053479
0.05263157894736842,0.749038371329393,0.31438221221502954,0.9953091284360635,0.7274603621352848,0.3827751196172249,0.4745285674078244,0.986021202739469,0.00028145229383619476
0.9996948428440647,0.4595666768385719,0.18767165090021362,0.5731868578984843,0.6066524259993897,0.9236089919641949,0.23202115756281153,0.9931848235174449,0.12948835316854848
0.9974633921365156,0.7496829240170645,0.31038856220454286,0.8946154733079672,0.05361466620546524,0.041508128675198895,0.70863599677159,0.4557823129251701,0.5353395595526346
0.9604805878264323,0.052328467878065735,0.9183795055108728,0.8909740840035746,0.03425677688412273,0.8025022341376229,0.5411577797636778,0.3313474332241088,0.24545725350014894
0.9924562462281231,0.6304566485616576,0.6770267551800443,0.9996982498491249,0.44739489036411184,0.28394689197344597,0.47756990545161937,0.26966405149869244,0.7513578756789379
0.9988732394366198,0.435868544600939,0.1516431924882629,0.2327699530516432,0.5475117370892019,0.6985915492957746,0.2660093896713615,0.36788732394366197,0.008262910798122065
0.9743716603997625,0.4161884029289531,0.22837918068474175,0.003859093607757768,0.3400949930734217,0.5473975855927172,0.8339600237482684,0.39827825054423116,0.03512764694241045
0.8148862713241267,0.39683184402924454,0.5271121039805037,0.9998984565393989,0.02548740861088546,0.39307473598700243,0.7578188464662876,0.7210601137286758,0.6153533712428919
0.968288573976811,0.958279655138242,0.012783668615598058,0.47854523833118623,0.35903280150629274,0.7945694182935289,0.9798830641165395,0.9464869685858686,0.9501536022197998
0.7817740511915269,0.28133274492497795,0.43711385701676964,0.9857678729037952,0.6592012356575463,0.3714695498676081,0.7089585172109444,0.8165269196822594,0.14419682259488084
0.7496122313317084,0.9091513405716818,0.442277863948593,0.9963438954132506,0.0536228672723244,0.895524041657434,0.6444715267006426,0.8424551296255263,0.0018834478174163528
0.9985846386110587,0.3693149650877524,0.5548216644649934,0.9958482732591055,0.2671258728061898,0.05463294961313456,0.21334214002642007,0.7336289866012455,0.0
0.7756553546027231,0.8008534850640113,0.9717537085958139,1.0,0.04460475513107092,0.5681771997561471,0.21956919325340377,0.88528754318228,0.0061979272505588295
1.0,0.2818422445738486,0.8673372154579142,0.9997882477501323,0.10100582318687136,0.0621492853361567,0.0262572789835892,0.8563260984647962,0.026892535733192165
0.9998948475289169,0.22502628811777076,0.2,0.9998948475289169,0.9227129337539433,0.7966351209253417,0.9241850683491062,0.49842271293375395,0.010935856992639327
1.0,0.26358836318459467,0.16274976705663113,1.0,0.049591054974635056,0.18956413707423128,0.9378817682989957,0.2267315457086655,0.0019670773371984677
0.9836359560636628,0.14458641560188298,0.45856683852648883,0.9976089068220877,0.9619666741388329,0.5149069715310468,0.734364492266308,0.5498019875962041,0.0
0.39129164231443603,0.40220144165205535,0.3665497759594779,0.9986362750827976,0.7604714591856614,0.09857782972920319,0.7854081433859341,0.6097798558347944,0.0
0.6493951612903226,0.1372983870967742,0.33881048387096774,0.9434475806451613,0.863508064516129,0.6443548387096775,0.8753024193548387,0.6973790322580645,0.007459677419354839
0.9269593762823143,0.8956709068526877,0.8109355765285187,0.9876897825194911,0.5984817398440706,0.6814731226918342,0.9578375051292572,0.9506565449322938,0.6097661058678703
0.569969040247678,0.6189886480908152,0.5057791537667699,0.9241486068111455,0.7372549019607844,0.1939112487100103,0.5556243550051599,0.05675954592363261,0.896594427244582
0.4624505928853755,0.4023150762281197,0.37756446452098624,0.771974402409185,0.09288537549407115,0.6669489930359496,0.20910973084886128,0.47195558065123283,0.0027291549030679465
0.9984270134228188,0.05138422818791946,0.29047818791946306,0.9573196308724832,0.23406040268456377,0.6905411073825504,0.7933095637583892,0.5597734899328859,0.026321308724832213
1.0,0.3844702076031275,0.471286060932866,0.5388694167340703,0.5269165093915701,0.6947964410892424,0.8755279949671969,0.7150175249393368,0.054012761750696504
0.9944970071442364,0.16103494883182082,0.3982429040355281,0.6871017570959644,0.8925468237111411,0.8245800347557444,0.7088240973160842,0.16161421123769068,0.0021239621548561497
0.3387721802977769,0.7478074648174587,0.05292677952274118,0.6556190087701407,0.04395268203140934,0.3383642667754436,0.2915561900877014,0.6675504792983887,0.0007138486640832143
0.9848419694689314,0.799935497742421,0.5732100623521823,0.995484841969469,0.8627176951193292,0.3812083422919802,0.7647817673618577,0.4470006450225758,0.12771447000645023
0.16396362613668322,0.02221805568575982,0.46386050435923876,0.05231086528545983,0.8518796287616012,0.11830880284991094,0.7578513171463391,0.3856754476422612,0.0
